empresa	cod_zon	zona	tienda	localidad	oficina_administrativa	externo	vend_actual	vend_rtc_actual	supervisor	tipo_riesgo	tipo_cliente	cod_cliente	cliente	td	num_doc	fecha_doc	mes_emis	ano_emis	dias_plazo	fecha_vcto	m_vcto	ano_vcto	fecha_al	dias_transc_vcto_of	tipo_de_operacion	rango_vcto	linea_de_credito	ind_vcto	semaforo_de_vencimiento	mon	importe_original	saldo	tp	dolares	soles	glosa	est_letr	banco	num_cobranza	referencia	correo	telefono
CAISAC	319	ICA-PALPA-NAZCA-ACARI		NAZCA			CARLOS LOAYZA	CARLOS LOAYZA	M.MAZA	RIESGO ALTO	DISTRIBUIDOR	00030406514	VALENCIA YANQUI, FRANCISCO JAVIER	LT	18-1625	20/07/2018	Julio	2018	90	18/10/2018	Octubre	2018	16/11/2018	29	NORMAL	1 - (09 A 30 DIAS)	5000	VENCIDO	3.- ROJO	US	230.64	230.64	3.386	230.64	780.95		COPR	BCP ME	495-3195-8	BV B0040000339		
CAISAC	319	ICA-PALPA-NAZCA-ACARI		NAZCA			CARLOS LOAYZA	CARLOS LOAYZA	M.MAZA	RIESGO ALTO	DISTRIBUIDOR	00030406514	VALENCIA YANQUI, FRANCISCO JAVIER	LT	18-1876	21/08/2018	Agosto	2018	90	19/11/2018	Noviembre	2018	16/11/2018	-3	NORMAL	8 - (VIGENTE)	5000	VIGENTE	1.- VERDE	US	698.61	698.61	3.386	698.61	2,365.49		CO	BCP ME	498-3071-2	BV B0040000357		
CAISAC	319	ICA-PALPA-NAZCA-ACARI		NAZCA			CARLOS LOAYZA	CARLOS LOAYZA	M.MAZA	RIESGO ALTO	DISTRIBUIDOR	00030406514	VALENCIA YANQUI, FRANCISCO JAVIER	LT	18-1997	31/08/2018	Agosto	2018	90	29/11/2018	Noviembre	2018	16/11/2018	-13	NORMAL	8 - (VIGENTE)	5000	VIGENTE	1.- VERDE	US	207.68	207.68	3.386	207.68	703.20		CO	BCP ME	500-5672-2	BV B0040000363		
CAISAC	319	ICA-PALPA-NAZCA-ACARI		NAZCA			CARLOS LOAYZA	CARLOS LOAYZA	M.MAZA	RIESGO ALTO	DISTRIBUIDOR	00030406514	VALENCIA YANQUI, FRANCISCO JAVIER	ND	BD040000003	31/10/2018	Octubre	2018	1	01/11/2018	Noviembre	2018	16/11/2018	15	NORMAL	1 - (09 A 30 DIAS)	5000	VENCIDO	3.- ROJO	US	36.96	36.96	3.386	36.96	125.15	VALENCIA YANQUI, FRANCISCO JAVIER						
CAISAC	306	PIURA-SULLANA-CHUTUCANAS-TUMBES		PIURA			GUILLERMO CONTRERAS	GUILLERMO CONTRERAS	E.ALCAZAR	RIESGO ALTO	DISTRIBUIDOR	00040895964	RAMOS SAUCEDO, JESICA ELIZABETH	BV	B0040000406	15/11/2018	Noviembre	2018	1	16/11/2018	Noviembre	2018	16/11/2018	0	NORMAL	8 - (VIGENTE)	0	VIGENTE	1.- VERDE	US	427.83	427.83	3.386	427.83	1,448.63	RAMOS SAUCEDO JESICA (15)OP.0277366 S/1446.00						
CAISAC	30503	HUARAL	LIMA	HUARAL 			JUAN COBEÑAS	JUAN COBEÑAS	M.GONZALES	RIESGO ALTO	DISTRIBUIDOR	00041219699	CERNA ASENCIO, NELSON GERONIMO DNI:41219699	PA	OP 080587	23/05/2018	Mayo	2018	0	23/05/2018	Mayo	2018	16/11/2018	177	NORMAL	9 - (SALDO A FAVOR)	0	SALDO A FAVOR	1.- VERDE	US	-9.44	-9.44	3.386	-9.44	-31.96							
CAISAC	309	DPTO SAN MARTIN-RIOJA-MOYOBAMBA-TARAPOTO		Segunda Jerusalen			RALPH PANDURO	RALPH PANDURO	E.ALCAZAR	RIESGO ALTO	DISTRIBUIDOR	00042694077	GARCIA FASANANDO, LLERY	BV	B0040000353	20/08/2018	Agosto	2018	10	30/08/2018	Agosto	2018	16/11/2018	78	NORMAL	3 - (61 A 90 DIAS)	0	VENCIDO	3.- ROJO	US	531.00	531.00	3.386	531.00	1,797.97	GARCIA FASANANDO LLERY						
CAISAC	30503	HUARAL	HUARAL	HUARAL			JUAN COBEÑAS	JUAN COBEÑAS	M.GONZALES	RIESGO ALTO	DISTRIBUIDOR	00042767196	VINO DE LA CRUZ, ANGEL DAMAYO	BV	B0040000366	11/09/2018	Septiembre	2018	7	18/09/2018	Septiembre	2018	16/11/2018	59	NORMAL	2 - (31 A 60 DIAS)	0	VENCIDO	3.- ROJO	US	63.72	63.72	3.386	63.72	215.76	VINO DE LA CRUZ ANGEL						
CAISAC	318	AYACUCHO	LIMA	QUIMBIRI			FELIPE OCHOA	FELIPE OCHOA	M.MAZA	RIESGO ALTO	DISTRIBUIDOR	00044942947	FLORES CORDOVA, CLARIZA	BV	B0040000401	09/11/2018	Noviembre	2018	60	08/01/2019	Enero	2019	16/11/2018	-53	NORMAL	8 - (VIGENTE)	1000	VIGENTE	1.- VERDE	US	528.17	528.17	3.386	528.17	1,788.38	FLORES CORDOVA CLARIZA						
CAISAC	318	AYACUCHO	LIMA	QUIMBIRI			FELIPE OCHOA	FELIPE OCHOA	M.MAZA	RIESGO ALTO	DISTRIBUIDOR	00044942947	FLORES CORDOVA, CLARIZA	LT	18-1935	28/08/2018	Agosto	2018	60	27/10/2018	Octubre	2018	16/11/2018	20	NORMAL	1 - (09 A 30 DIAS)	1000	VENCIDO	3.- ROJO	US	1,498.20	44.47	3.386	44.47	150.58		CTRE			BV B0040000362		
CAISAC	314	HUANUCO-TINGO MARIA-PUCALLPA-TOCAHE-UCHI		TINGO MARIA			JUAN GALLARDO	JUAN GALLARDO	M.GONZALES	RIESGO MEDIO	DISTRIBUIDOR	10001858632	AYALA VALENZUELA, LUIS ANTONIO	LT	18-1495	04/07/2018	Julio	2018	75	17/09/2018	Septiembre	2018	16/11/2018	60	NORMAL	2 - (31 A 60 DIAS)	8000	VENCIDO	3.- ROJO	US	289.80	289.80	3.386	289.80	981.26		CT			FT F0040006390		
CAISAC	314	HUANUCO-TINGO MARIA-PUCALLPA-TOCAHE-UCHI		TINGO MARIA			JUAN GALLARDO	JUAN GALLARDO	M.GONZALES	RIESGO MEDIO	DISTRIBUIDOR	10001858632	AYALA VALENZUELA, LUIS ANTONIO	LT	18-1496	04/07/2018	Julio	2018	105	17/10/2018	Octubre	2018	16/11/2018	30	NORMAL	1 - (09 A 30 DIAS)	8000	VENCIDO	3.- ROJO	US	289.79	289.79	3.386	289.79	981.23		CT			FT F0040006390		
CAISAC	309	DPTO SAN MARTIN-RIOJA-MOYOBAMBA-TARAPOTO		TARAPOTO			RALPH PANDURO	RALPH PANDURO	E.ALCAZAR	RIESGO ALTO	DISTRIBUIDOR	10010180665	MENDOZA JIMENEZ, EPIFANIA OFELIA	LT	18-1659-P	27/07/2018	Julio	2018	62	27/09/2018	Septiembre	2018	16/11/2018	50	POSTERGADO	2 - (31 A 60 DIAS)	5000	VENCIDO	3.- ROJO	US	289.71	289.71	3.386	289.71	980.96		COPR	BCP ME	499-0888-6	LT 18-1659		
CAISAC	309	DPTO SAN MARTIN-RIOJA-MOYOBAMBA-TARAPOTO		TARAPOTO			RALPH PANDURO	RALPH PANDURO	E.ALCAZAR	RIESGO ALTO	DISTRIBUIDOR	10010180665	MENDOZA JIMENEZ, EPIFANIA OFELIA	ND	FD040000415	16/08/2018	Agosto	2018	1	17/08/2018	Agosto	2018	16/11/2018	91	NORMAL	4 - (91 A 120 DIAS)	5000	VENCIDO	3.- ROJO	US	36.96	36.96	3.386	36.96	125.15	MENDOZA JIMENEZ, EPIFANIA OFELIA						
CAISAC	309	DPTO SAN MARTIN-RIOJA-MOYOBAMBA-TARAPOTO		TARAPOTO			RALPH PANDURO	RALPH PANDURO	E.ALCAZAR	RIESGO ALTO	DISTRIBUIDOR	10010180665	MENDOZA JIMENEZ, EPIFANIA OFELIA	ND	FD040000441	10/10/2018	Octubre	2018	1	11/10/2018	Octubre	2018	16/11/2018	36	NORMAL	2 - (31 A 60 DIAS)	5000	VENCIDO	3.- ROJO	US	36.96	36.96	3.386	36.96	125.15	MENDOZA JIMENEZ, EPIFANIA OFELIA						
CAISAC	309	DPTO SAN MARTIN-RIOJA-MOYOBAMBA-TARAPOTO		BELLAVISTA			RALPH PANDURO	RALPH PANDURO	E.ALCAZAR	RIESGO BAJO		10011218950	FLORES PANDURO, SEGUNDO HUMBERTO	LT	18-1882-P	23/08/2018	Agosto	2018	99	30/11/2018	Noviembre	2018	16/11/2018	-14	POSTERGADO	8 - (VIGENTE)	15000	VIGENTE	1.- VERDE	MN	1,428.44	1,428.44	3.386	421.87	1,428.44		CO	CONTINENTAL MN	2671802731	FT F0040006941		
CAISAC	324	TACNA MOQUEGUA JULIACA PTO MALDONADO		JULIACA			WILVER CALLATA	WILVER CALLATA	M.MAZA	RIESGO ALTO	DISTRIBUIDOR	10015632491	AMANQUI QUISPE, IDA MARITZA	FT	0040048174	22/06/2016	Junio	2016	60	21/08/2016	Agosto	2016	16/11/2018	817	NORMAL	6 - (MAS DE 360 DIAS)	3000	VENCIDO	4.- NEGRO	US	483.94	242.91	3.386	242.91	822.49	AMANQUI QUISPE IDA						
CAISAC	306	PIURA-SULLANA-CHUTUCANAS-TUMBES		PIURA			GUILLERMO CONTRERAS	GUILLERMO CONTRERAS	E.ALCAZAR	COB. JUD	DISTRIBUIDOR	10028506380	MONTOYA SANCHEZ, ANGEL JESUS	LT	A15-11524	10/10/2015	Octubre	2015	31	10/11/2015	Noviembre	2015	16/11/2018	1102	RENOVADO	7 - (COB. JUDICIAL)	0	VENCIDO	4.- NEGRO	US	2,000.00	2,000.00	3.386	2,000.00	6,772.00		COPR	BCP ME	387-6042-7	LT A15-1524		
CAISAC	306	PIURA-SULLANA-CHUTUCANAS-TUMBES		PIURA			GUILLERMO CONTRERAS	GUILLERMO CONTRERAS	E.ALCAZAR	COB. JUD	DISTRIBUIDOR	10028506380	MONTOYA SANCHEZ, ANGEL JESUS	LT	A15-11813	18/10/2015	Octubre	2015	31	18/11/2015	Noviembre	2015	16/11/2018	1094	RENOVADO	7 - (COB. JUDICIAL)	0	VENCIDO	4.- NEGRO	US	900.00	900.00	3.386	900.00	3,047.40		COPR	BCP ME	391-8537-8	LT A15-1813		
CAISAC	306	PIURA-SULLANA-CHUTUCANAS-TUMBES		PIURA			GUILLERMO CONTRERAS	GUILLERMO CONTRERAS	E.ALCAZAR	COB. JUD	DISTRIBUIDOR	10028506380	MONTOYA SANCHEZ, ANGEL JESUS	LT	A15-31074	21/10/2015	Octubre	2015	31	21/11/2015	Noviembre	2015	16/11/2018	1091	RENOVADO	7 - (COB. JUDICIAL)	0	VENCIDO	4.- NEGRO	US	520.00	520.00	3.386	520.00	1,760.72		COPR	BCP ME	382-6823-6	LT A15-21074		
CAISAC	306	PIURA-SULLANA-CHUTUCANAS-TUMBES		PIURA			GUILLERMO CONTRERAS	GUILLERMO CONTRERAS	E.ALCAZAR	COB. JUD	DISTRIBUIDOR	10028506380	MONTOYA SANCHEZ, ANGEL JESUS	LT	A15-39954	07/10/2015	Octubre	2015	31	07/11/2015	Noviembre	2015	16/11/2018	1105	RENOVADO	7 - (COB. JUDICIAL)	0	VENCIDO	4.- NEGRO	US	500.00	276.39	3.386	276.39	935.86		COPR	BCP ME	381-0376-4	LT A15-29954		
CAISAC	306	PIURA-SULLANA-CHUTUCANAS-TUMBES		SULLANA			GUILLERMO CONTRERAS	GUILLERMO CONTRERAS	E.ALCAZAR	RIESGO ALTO	DISTRIBUIDOR	10035974089	VILLEGAS YARLEQUE MARTHA	FT	F0040007586	19/10/2018	Octubre	2018	120	16/02/2019	Febrero	2019	16/11/2018	-92	NORMAL	8 - (VIGENTE)	10000	VIGENTE	1.- VERDE	US	2,382.99	2,382.99	3.386	2,382.99	8,068.80	VILLEGAS YARLEQUE MARTHA						
CAISAC	306	PIURA-SULLANA-CHUTUCANAS-TUMBES		SULLANA			GUILLERMO CONTRERAS	GUILLERMO CONTRERAS	E.ALCAZAR	RIESGO ALTO	DISTRIBUIDOR	10035974089	VILLEGAS YARLEQUE MARTHA	LT	18-0612	01/05/2018	Mayo	2018	35	05/06/2018	Junio	2018	16/11/2018	164	NORMAL	5 - (121 A 360 DIAS)	10000	VENCIDO	3.- ROJO	US	274.75	149.94	3.386	149.94	507.70		CTRE			FT F0040005204		
CAISAC	315	DPTO JUNIN-HUANCAVELICA-CERRO DE PASCO	LIMA	OXAPAMPA			HECTOR CHACON	HECTOR CHACON	M.GONZALES	RIESGO MEDIO	DISTRIBUIDOR	10043415145	OBANDO CORZO, FELIX ALFREDO	FT	F0040007604	22/10/2018	Octubre	2018	90	20/01/2019	Enero	2019	16/11/2018	-65	NORMAL	8 - (VIGENTE)	15000	VIGENTE	1.- VERDE	US	1,157.86	1,157.86	3.386	1,157.86	3,920.51	OBANDO CORZO FELIX ALFREDO				FT F0040007619		
CAISAC	315	DPTO JUNIN-HUANCAVELICA-CERRO DE PASCO	LIMA	OXAPAMPA			HECTOR CHACON	HECTOR CHACON	M.GONZALES	RIESGO MEDIO	DISTRIBUIDOR	10043415145	OBANDO CORZO, FELIX ALFREDO	FT	F0040007619	23/10/2018	Octubre	2018	90	21/01/2019	Enero	2019	16/11/2018	-66	NORMAL	8 - (VIGENTE)	15000	VIGENTE	1.- VERDE	US	623.04	623.04	3.386	623.04	2,109.61	OBANDO CORZO FELIX				FT F0040007604		
CAISAC	312	ANCASH-CHIMBOTE-SANTA-CASMA-HUARMEY		MATO			MAXIMO SOLDEVILLA	MAXIMO SOLDEVILLA	E.ALCAZAR	COB. JUD	DISTRIBUIDOR	10071336501	CRUZATE RONDAN, CARLOS ALBERTO	LT	R14-12471	06/11/2015	Noviembre	2015	101	15/02/2016	Febrero	2016	16/11/2018	1005	REFINANCIADO	7 - (COB. JUDICIAL)	0	VENCIDO	4.- NEGRO	MN	293.56	77.33	3.386	22.84	77.33		COPR	BCP MN	401-1797-4	LT 14-1247,ND 0040003413,ND 0040003853		
CAISAC	319	ICA-PALPA-NAZCA-ACARI					CARLOS LOAYZA	CARLOS LOAYZA	M.MAZA	RIESGO ALTO	AGRICULTOR	10078521002	ARAMBURU PICASSO, JOSE ALFREDO ROBERTO	FT	F0040007725	30/10/2018	Octubre	2018	15	14/11/2018	Noviembre	2018	16/11/2018	2	NORMAL	0 - (01 A 08 DIAS)	3000	VENCIDO	2.- AMARILLO	US	1,295.64	1,295.64	3.386	1,295.64	4,387.04	ARAMBURU PICASSO, JOSE						
CAISAC	314	HUANUCO-TINGO MARIA-PUCALLPA-TOCAHE-UCHI		AGUAYTIA			JUAN GALLARDO	JUAN GALLARDO	M.GONZALES	RIESGO ALTO	DISTRIBUIDOR	10101207540	CONTRERAS HUALLPAYUNCA, FELIPE	LT	15-0063-R1	02/08/2016	Agosto	2016	74	15/10/2016	Octubre	2016	16/11/2018	762	REFINANCIADO	6 - (MAS DE 360 DIAS)	0	VENCIDO	4.- NEGRO	US	352.17	159.63	3.386	159.63	540.51		COPR	BCP ME	425-5388-1	LT 15-0063		
CAISAC	304	LIMA SUR	LIMA	SAN LUIS			GIANCARLO LUYO	GIANCARLO LUYO	M.GONZALES	RIESGO MEDIO	DISTRIBUIDOR	10101764571	ABAL TUMBAY, PAULINO JAVIER	FT	F0040007646	25/10/2018	Octubre	2018	90	23/01/2019	Enero	2019	16/11/2018	-68	NORMAL	8 - (VIGENTE)	5000	VIGENTE	1.- VERDE	US	477.58	477.58	3.386	477.58	1,617.09	ABAL TUMBAY PAULINO JAVIER						
CAISAC	316	MALA-CAÑETE						PEDRO TOMAYQUISPE				10154142121	VILLAFUERTE GARCIA, ROSSANA GUISELA	FT	F0040007750	31/10/2018	Octubre	2018	100	08/02/2019	Febrero	2019	16/11/2018	-84	NORMAL	8 - (VIGENTE)		VIGENTE	1.- VERDE	US	1,554.72	1,554.72	3.386	1,554.72	5,264.28	VILLAFUERTE GARCIA ROSSANA						
CAISAC	30502	HUACHO HUAURA SAYAN STA ROSA	LIMA	SANTA ROSA			VLADIMIR GONZALES	VLADIMIR GONZALES	M.GONZALES	RIESGO ALTO	DISTRIBUIDOR	10157437271	TOLEDO HUERTAS, LIDIA ELENA	LT	18-1799	10/08/2018	Agosto	2018	100	18/11/2018	Noviembre	2018	16/11/2018	-2	NORMAL	8 - (VIGENTE)	4000	VIGENTE	1.- VERDE	US	382.32	382.32	3.386	382.32	1,294.54		CO	BCP ME	497-4954-1	FT F0040006794		
CAISAC	30502	HUACHO HUAURA SAYAN STA ROSA	LIMA	SANTA ROSA			VLADIMIR GONZALES	VLADIMIR GONZALES	M.GONZALES	RIESGO ALTO	DISTRIBUIDOR	10157437271	TOLEDO HUERTAS, LIDIA ELENA	LT	18-2223	28/09/2018	Septiembre	2018	60	27/11/2018	Noviembre	2018	16/11/2018	-11	NORMAL	8 - (VIGENTE)	4000	VIGENTE	1.- VERDE	US	379.80	379.80	3.386	379.80	1,286.00		CO	BCP ME	502-0300-2	FT F0040007365		
CAISAC	30502	HUACHO HUAURA SAYAN STA ROSA	LIMA	SANTA ROSA			VLADIMIR GONZALES	VLADIMIR GONZALES	M.GONZALES	RIESGO ALTO	DISTRIBUIDOR	10157437271	TOLEDO HUERTAS, LIDIA ELENA	LT	18-2224	28/09/2018	Septiembre	2018	80	17/12/2018	Diciembre	2018	16/11/2018	-31	NORMAL	8 - (VIGENTE)	4000	VIGENTE	1.- VERDE	US	379.80	379.80	3.386	379.80	1,286.00		CO	BCP ME	502-0300-3	FT F0040007365		
CAISAC	30502	HUACHO HUAURA SAYAN STA ROSA	LIMA	SANTA ROSA			VLADIMIR GONZALES	VLADIMIR GONZALES	M.GONZALES	RIESGO ALTO	DISTRIBUIDOR	10157437271	TOLEDO HUERTAS, LIDIA ELENA	LT	18-2225	28/09/2018	Septiembre	2018	100	06/01/2019	Enero	2019	16/11/2018	-51	NORMAL	8 - (VIGENTE)	4000	VIGENTE	1.- VERDE	US	379.80	379.80	3.386	379.80	1,286.00		CO	BCP ME	502-0300-4	FT F0040007365		
CAISAC	30502	HUACHO HUAURA SAYAN STA ROSA	LIMA	SANTA ROSA			VLADIMIR GONZALES	VLADIMIR GONZALES	M.GONZALES	RIESGO ALTO	DISTRIBUIDOR	10157437271	TOLEDO HUERTAS, LIDIA ELENA	LT	18-2226	28/09/2018	Septiembre	2018	120	26/01/2019	Enero	2019	16/11/2018	-71	NORMAL	8 - (VIGENTE)	4000	VIGENTE	1.- VERDE	US	379.81	379.81	3.386	379.81	1,286.04		CO	BCP ME	502-0300-5	FT F0040007365		
CAISAC	30501	BARRANCA SUPE PATIVILCA		BARRANCA			ENRIQUE CAPCHA	ENRIQUE CAPCHA	M.GONZALES	RIESGO ALTO	DISTRIBUIDOR	10158488847	SALAS DOMINGUEZ, HAYDEE MARITZA	LT	16-0216-AR1	01/06/2016	Junio	2016	44	15/07/2016	Julio	2016	16/11/2018	854	REFINANCIADO Y RENOVADO	6 - (MAS DE 360 DIAS)	0	VENCIDO	4.- NEGRO	US	343.07	143.07	3.386	143.07	484.44		CTRE			LT 16-0216-A1,LT 16-0510-A1		
CAISAC	315	DPTO JUNIN-HUANCAVELICA-CERRO DE PASCO		HUANCAYO			HECTOR CHACON	HECTOR CHACON	M.GONZALES	RIESGO ALTO	DISTRIBUIDOR	10199048444	ALIAGA ROCHA, FAUSTINO	LT	18-0120	22/01/2018	Enero	2018	90	22/04/2018	Abril	2018	16/11/2018	208	NORMAL	5 - (121 A 360 DIAS)	10000	VENCIDO	3.- ROJO	US	212.40	212.40	3.386	212.40	719.19		COPR	BCP ME	476-3159-1	FT F0040004531		
CAISAC	315	DPTO JUNIN-HUANCAVELICA-CERRO DE PASCO		HUANCAYO			HECTOR CHACON	HECTOR CHACON	M.GONZALES	RIESGO ALTO	DISTRIBUIDOR	10199048444	ALIAGA ROCHA, FAUSTINO	LT	18-1678	30/07/2018	Julio	2018	105	12/11/2018	Noviembre	2018	16/11/2018	4	NORMAL	0 - (01 A 08 DIAS)	10000	VENCIDO	2.- AMARILLO	US	863.24	863.24	3.386	863.24	2,922.93		CO	BCP ME	497-5355-5	FT F0040006665		
CAISAC	315	DPTO JUNIN-HUANCAVELICA-CERRO DE PASCO		HUANCAYO			HECTOR CHACON	HECTOR CHACON	M.GONZALES	RIESGO ALTO	DISTRIBUIDOR	10199048444	ALIAGA ROCHA, FAUSTINO	LT	18-1679	30/07/2018	Julio	2018	120	27/11/2018	Noviembre	2018	16/11/2018	-11	NORMAL	8 - (VIGENTE)	10000	VIGENTE	1.- VERDE	US	863.23	863.23	3.386	863.23	2,922.90		CO	BCP ME	497-5355-4	FT F0040006665		
CAISAC	315	DPTO JUNIN-HUANCAVELICA-CERRO DE PASCO		HUANCAYO			HECTOR CHACON	HECTOR CHACON	M.GONZALES	RIESGO ALTO	DISTRIBUIDOR	10199048444	ALIAGA ROCHA, FAUSTINO	ND	FD040000344	04/05/2018	Mayo	2018	1	05/05/2018	Mayo	2018	16/11/2018	195	NORMAL	5 - (121 A 360 DIAS)	10000	VENCIDO	3.- ROJO	US	7.46	7.46	3.386	7.46	25.26	ALIAGA ROCHA, FAUSTINO						
CAISAC	315	DPTO JUNIN-HUANCAVELICA-CERRO DE PASCO		HUANCAYO			HECTOR CHACON	HECTOR CHACON	M.GONZALES	RIESGO ALTO	DISTRIBUIDOR	10200422096	CORDOVA BALBIN, LUIS	FT	F0040007401	01/10/2018	Octubre	2018	75	15/12/2018	Diciembre	2018	16/11/2018	-29	NORMAL	8 - (VIGENTE)	10000	VIGENTE	1.- VERDE	US	2,761.20	82.79	3.386	82.79	280.33	CORDOVA BALBIN LUIS						
CAISAC	315	DPTO JUNIN-HUANCAVELICA-CERRO DE PASCO		HUANCAYO			HECTOR CHACON	HECTOR CHACON	M.GONZALES	RIESGO ALTO	DISTRIBUIDOR	10200422096	CORDOVA BALBIN, LUIS	NC	FC040000484	08/11/2018	Noviembre	2018	0	08/11/2018	Noviembre	2018	16/11/2018	8	NORMAL	9 - (SALDO A FAVOR)	10000	SALDO A FAVOR	1.- VERDE	US	-82.84	-82.84	3.386	-82.84	-280.50	Descuentos concedidos por pronto pago						
